Temporada;Jugador_CodigoFBRef;Jugador;Equipo_CodigoFBRef;Pais_Codigo;Delantero;Fecha;Dia;Ronda;Sedes;Resultado;Equipo;Adversario;Arranque_Partido_Capitan;Posicion_Jugador;Monitos_Jugados;Rendimiento_GolesMarcados;Rendimiento_Asistencias;Rendimiento_TirosPenalesEjecutados;Rendimiento_TirosPenalesIntentados;Rendimiento_TotalDisparos;Rendimiento_LanzamientoEnObjetivo;Rendimiento_TarjetasAmarillas;Rendimiento_TarjetasRojas;Rendimiento_Toques;Rendimiento_Derribos;Rendimiento_Intercepciones;Rendimiento_Bloqueos;Expectativa_GolesEsperados;Expectativa_GolesEsperadosSinPenaltis;Expectativa_GolesEsperadosConAsistencia;AccionesParaCreacionDeTiros;AccionesParaCreacionDeGoles;PasesCompletados;PasesIntentados;PorcentajeCumplimientoDePases;PasesProgresivos;TransporteVecesControlaBalon;TransporteAcarreosProgresivos;TomasIntentadasEnfrentadoDefensor;TomasExitosasEnfrentando
2021-2022;981c1863;Barbero;03c57e2b;ESP;SI;2021-10-17;Dom;Semana 9 de partido;Visitante;V 2–1;Osasuna;Villarreal;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;981c1863;Barbero;03c57e2b;ESP;SI;2021-10-22;Vie;Semana 10 de partido;Local;E 1–1;Osasuna;Granada;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;981c1863;Barbero;03c57e2b;ESP;SI;2021-10-27;Mié;Semana 11 de partido;Visitante;E 0–0;Osasuna;Real Madrid;No;FW;2;0;0;0;0;0;0;0;0;3;0;0;0;0.0;0.0;0.0;0;0;0;1;0.0;0;2;0;0;0
2021-2022;981c1863;Barbero;03c57e2b;ESP;SI;2021-12-19;Dom;Semana 18 de partido;Visitante;D 0–1;Osasuna;Getafe;No;FW;2;0;0;0;0;0;0;0;0;5;0;0;0;0.0;0.0;0.0;1;0;3;3;100.0;0;0;0;0;0
2021-2022;981c1863;Barbero;03c57e2b;ESP;SI;2022-04-20;Mié;Semana 33 de partido;Local;D 1–3;Osasuna;Real Madrid;No;RW;6;0;0;0;0;0;0;0;0;3;0;0;0;0.0;0.0;0.0;0;0;2;2;100.0;1;3;0;0;0
2021-2022;981c1863;Barbero;03c57e2b;ESP;SI;2021-12-05;Dom;Semana 16 de partido;Visitante;E 0–0;Osasuna;Levante;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;981c1863;Barbero;03c57e2b;ESP;SI;2022-01-09;Dom;Semana 20 de partido;Local;V 2–0;Osasuna;Cádiz;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;981c1863;Barbero;03c57e2b;ESP;SI;2022-01-19;Mié;Semana 21 de partido;Visitante;D 0–2;Osasuna;Celta Vigo;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;981c1863;Barbero;03c57e2b;ESP;SI;2022-01-23;Dom;Semana 22 de partido;Visitante;V 2–0;Osasuna;Granada;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;981c1863;Barbero;03c57e2b;ESP;SI;2022-02-05;Sáb;Semana 23 de partido;Local;E 0–0;Osasuna;Sevilla;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;981c1863;Barbero;03c57e2b;ESP;SI;2022-02-12;Sáb;Semana 24 de partido;Visitante;V 3–0;Osasuna;Rayo Vallecano;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;981c1863;Barbero;03c57e2b;ESP;SI;2022-02-19;Sáb;Semana 25 de partido;Local;D 0–3;Osasuna;Atlético Madrid;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;981c1863;Barbero;03c57e2b;ESP;SI;2022-02-27;Dom;Semana 26 de partido;Visitante;D 0–1;Osasuna;Real Sociedad;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;03049c8c;Keidi Bare;a8661628;ALB;NO;2022-04-21;Jue;Semana 33 de partido;Local;D 0–1;Espanyol;Rayo Vallecano;Sí;CM;45;0;0;0;0;0;0;0;0;41;0;1;1;0.0;0.0;0.0;1;0;29;35;82.9;5;17;0;2;1
2021-2022;981c1863;Barbero;03c57e2b;ESP;SI;2022-03-13;Dom;Semana 28 de partido;Visitante;D 0–4;Osasuna;Barcelona;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;981c1863;Barbero;03c57e2b;ESP;SI;2022-03-19;Sáb;Semana 29 de partido;Local;V 3–1;Osasuna;Levante;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;981c1863;Barbero;03c57e2b;ESP;SI;2022-04-03;Dom;Semana 30 de partido;Visitante;D 1–4;Osasuna;Betis;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;981c1863;Barbero;03c57e2b;ESP;SI;2022-04-10;Dom;Semana 31 de partido;Local;V 1–0;Osasuna;Alavés;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
